Time,Angle_rad,Center_X,Center_Y,Confidence
87.79,-0.209373326,165.5914,473.373,1
87.795,-0.209978144,164.3491,472.4448,1
87.8,-0.21080222,162.6567,472.3844,1
87.805,-0.211146618,161.9495,472.4084,1
87.81,-0.211433571,161.3603,472.3717,1
87.815,-0.211676121,160.8623,472.2988,1
87.82,-0.211957213,160.2852,472.1934,1
87.825,-0.212198768,159.7893,472.1235,1
87.83,-0.212441212,159.2916,472.4526,1
87.835,-0.212461087,159.2508,472.6112,1
87.84,-0.212458993,159.2551,472.5821,1
87.845,-0.212374377,159.4288,472.733,1
87.85,-0.211965299,160.2686,472.3524,1
87.855,-0.211008603,162.2329,472.231,1
87.86,-0.211303778,161.6268,472.5493,1
87.865,-0.210763409,162.7364,472.5973,1
87.87,-0.210124796,164.0479,472.603,1
87.875,-0.209188727,165.9706,472.7531,1
87.88,-0.208722101,166.9292,473.9294,1
87.885,-0.207469506,169.5029,473.0016,1
87.89,-0.20643797,171.6229,473.1912,1
87.895,-0.204909469,174.7651,473.8301,1
87.9,-0.204491213,175.6251,474.9355,1
87.905,-0.203365554,177.94,475.712,1
87.91,-0.20183331,181.0919,476.1898,1
87.915,-0.199861336,185.1498,477.5288,1
87.92,-0.199300003,186.3052,477.0682,1
87.925,-0.197670194,189.6606,478.0511,1
87.93,-0.196231427,192.6236,479.1655,1
87.935,-0.19401057,197.1989,480.1223,1
87.94,-0.192720139,199.8583,480.363,1
87.945,-0.190710947,204.0003,481.3824,1
87.95,-0.18865643,208.2374,481.1846,1
87.955,-0.186724452,212.2233,482.8809,1
87.96,-0.184776127,216.2444,483.7247,1
87.965,-0.182116306,221.7363,484.8478,1
87.97,-0.180129279,225.8408,486.2337,1
87.975,-0.177884311,230.4799,486.4012,1
87.98,-0.175477702,235.4551,486.6128,1
87.985,-0.173006377,240.5663,488.0863,1
87.99,-0.170675813,245.3884,488.206,1
87.995,-0.167760553,251.423,488.6706,1
88,-0.164989575,257.1617,490.3113,1
88.005,-0.161738816,263.8974,491.8563,1
88.01,-0.159243992,269.0692,492.2448,1
88.015,-0.156366812,275.0362,493.7926,1
88.02,-0.153524908,280.9327,494.4577,1
88.025,-0.150786652,286.6166,495.5349,1
88.03,-0.147531025,293.3775,496.5738,1
88.035,-0.144232704,300.2304,497.2617,1
88.04,-0.141243686,306.4435,498.473,1
88.045,-0.138012572,313.1628,498.9299,1
88.05,-0.134506309,320.4577,500.7871,1
88.055,-0.131482654,326.7513,501.005,1
88.06,-0.12785251,334.3106,501.975,1
88.065,-0.124472742,341.3517,502.8377,1
88.07,-0.120528611,349.5723,503.0677,1
88.075,-0.117450943,355.9897,504.2433,1
88.08,-0.113378513,364.4849,504.8112,1
88.085,-0.110013782,371.5068,506.0015,1
88.09,-0.105724994,380.4609,506.4184,1
88.095,-0.10222648,387.7681,508.1324,1
88.1,-0.098123909,396.3403,508.4016,1
88.105,-0.094118417,404.713,509.4441,1
88.11,-0.090644937,411.9762,509.9123,1
88.115,-0.086242106,421.186,510.9633,1
88.12,-0.082814867,428.3575,511.6454,1
88.125,-0.078852498,436.6513,512.3992,1
88.13,-0.074736889,445.2686,512.8567,1
88.135,-0.07069912,453.7255,513.5012,1
88.14,-0.066493273,462.537,514.3595,1
88.145,-0.058280606,479.75,515.7816,1
88.15,-0.054143116,488.425,515.4771,1
88.155,-0.050116071,496.8703,516.7195,1
88.16,-0.045777701,505.9704,516.6497,1
88.165,-0.04174846,514.4237,517.0769,1
88.17,-0.036910952,524.5746,517.0615,1
88.175,-0.033201385,532.3599,517.3464,1
88.18,-0.028649395,541.9145,517.3018,1
88.185,-0.024295819,551.0538,517.567,1
88.19,-0.020068347,559.9293,518.712,1
88.195,-0.015854807,568.7763,517.9738,1
88.2,-0.011638977,577.6287,518.4314,1
88.205,-0.00681691,587.7546,517.6426,1
88.21,-0.002965338,595.8428,517.9593,1
88.215,0.001388048,604.9849,517.6594,1
88.22,0.005869415,614.3957,517.6245,1
88.225,0.010156651,623.3986,517.6764,1
88.23,0.01443493,632.3823,517.5154,1
88.235,0.018596119,641.1196,517.5908,1
88.24,0.022934868,650.229,517.6315,1
88.245,0.027073784,658.918,516.8343,1
88.25,0.031651189,668.5264,516.1033,1
88.255,0.035880079,677.402,515.6227,1
88.26,0.040207881,686.4838,515.0748,1
88.265,0.044624285,695.7499,515.2587,1
88.27,0.048715838,704.3328,515.2584,1
88.275,0.053284258,713.914,513.6902,1
88.28,0.057223606,722.174,513.7058,1
88.285,0.060984747,730.0586,512.9244,1
88.29,0.065097491,738.6782,512.4694,1
88.295,0.06932881,747.5439,511.6145,1
88.3,0.073393874,756.0588,510.9549,1
88.305,0.077608407,764.8841,510.1674,1
88.31,0.081739467,773.5318,509.2942,1
88.315,0.085479726,781.3589,508.4719,1
88.32,0.089278937,789.3068,507.4756,1
88.325,0.093048162,797.1893,506.4418,1
88.33,0.096974588,805.3976,505.7394,1
88.335,0.100573943,812.9194,505.8817,1
88.34,0.104464755,821.0472,504.277,1
88.345,0.108375501,829.2133,503.6085,1
88.35,0.112214833,837.2269,502.3909,1
88.355,0.115764634,844.6331,501.2284,1
88.36,0.119372734,852.1578,500.1706,1
88.365,0.123083925,859.8941,499.0813,1
88.37,0.126688812,867.4054,498.4814,1
88.375,0.130606283,875.5641,497.2478,1
88.38,0.133260781,881.0901,496.633,1
88.385,0.136907673,888.6788,495.612,1
88.39,0.140270201,895.6724,494.011,1
88.395,0.143414831,902.2098,492.8874,1
88.4,0.146331722,908.2711,491.7765,1
88.405,0.149738941,915.348,490.6351,1
88.41,0.152477819,921.0341,489.934,1
88.415,0.155511289,927.329,489.1124,1
88.42,0.158688367,933.9187,488.2288,1
88.425,0.161219537,939.1663,486.7589,1
88.43,0.164453606,945.868,485.9219,1
88.435,0.167065068,951.2769,484.7425,1
88.44,0.169725172,956.7841,482.9898,1
88.445,0.172325297,962.1647,482.6756,1
88.45,0.175538783,968.8112,481.1341,1
88.455,0.177427357,972.7156,480.6641,1
88.46,0.179644117,977.2968,479.9069,1
88.465,0.182124538,982.4207,478.5145,1
88.47,0.184395712,987.1103,477.7583,1
88.475,0.186582947,991.6247,476.6466,1
88.48,0.188801239,996.2013,475.2771,1
88.485,0.190555754,999.8197,475.0644,1
88.49,0.192723487,1004.2886,473.8205,1
88.495,0.19445012,1007.8468,473.0305,1
88.5,0.196402037,1011.8678,472.5589,1
88.505,0.198440636,1016.0657,471.0027,1
88.51,0.199757459,1018.7764,471.0909,1
88.515,0.201415124,1022.1877,469.9859,1
88.52,0.202676643,1024.783,470.178,1
88.525,0.204267655,1028.0552,468.591,1
88.53,0.205552195,1030.6963,468.0453,1
88.535,0.206772951,1033.2056,467.962,1
88.54,0.208231477,1036.2028,466.6654,1
88.545,0.208884095,1037.5436,466.44,1
88.55,0.210456386,1040.7731,466.3988,1
88.555,0.211223322,1042.348,465.3234,1
88.56,0.212090873,1044.1292,465.2997,1
88.565,0.212557689,1045.0875,465.1184,1
88.57,0.213286626,1046.5837,464.6484,1
88.575,0.213990778,1048.0288,464.5168,1
88.58,0.214400912,1048.8704,464.0273,1
88.585,0.214647663,1049.3767,463.8327,1
88.59,0.215047962,1050.198,463.8053,1
88.595,0.215226994,1050.5653,463.6631,1
88.6,0.215330722,1050.7781,463.5282,1
88.605,0.215410859,1050.9425,463.6451,1
88.61,0.215418122,1050.9574,463.631,1
88.615,0.215425044,1050.9716,463.5493,1
88.62,0.215270181,1050.6539,463.6691,1
88.625,0.214907588,1049.91,463.7486,1
88.63,0.214597074,1049.2729,464.0087,1
88.635,0.214237604,1048.5353,464.2776,1
88.64,0.213845027,1047.7297,464.7854,1
88.645,0.213303339,1046.618,465.2034,1
88.65,0.212602361,1045.1792,465.1857,1
88.655,0.211796281,1043.5244,465.4133,1
88.66,0.210995502,1041.8802,466.0372,1
88.665,0.210285719,1040.4226,466.5912,1
88.67,0.208861217,1037.4966,466.2876,1
88.675,0.208080261,1035.8921,467.0855,1
88.68,0.206666251,1032.9863,468.2968,1
88.685,0.205385645,1030.3539,468.5479,1
88.69,0.204261625,1028.0428,469.2656,1
88.695,0.202671685,1024.7728,470.3977,1
88.7,0.201383777,1022.1232,470.2808,1
88.705,0.199388955,1018.0179,471.4709,1
88.71,0.198094522,1015.3531,472.3809,1
88.715,0.196394075,1011.8514,472.7669,1
88.72,0.194495645,1007.9406,473.1704,1
88.725,0.192596421,1004.0267,473.9592,1
88.73,0.190489751,999.6836,475.3762,1
88.735,0.18846465,995.507,475.8174,1
88.74,0.186860679,992.1978,476.779,1
88.745,0.184886338,988.1231,477.5701,1
88.75,0.18219005,982.556,479.0719,1
88.755,0.179497425,976.9937,480.3773,1
88.76,0.177149767,972.1418,480.7324,1
88.765,0.17467626,967.0276,481.1987,1
88.77,0.172236651,961.9813,482.4296,1
88.775,0.169493853,956.3053,483.3277,1
88.78,0.166893587,950.9218,484.7221,1
88.785,0.163691273,944.2886,486.6028,1
88.79,0.161197296,939.1202,487.1888,1
88.795,0.158405679,933.3325,488.2398,1
88.8,0.155318826,926.9297,489.5576,1
88.805,0.152260828,920.5837,490.2139,1
88.81,0.149688713,915.2437,490.9109,1
88.815,0.14643545,908.4866,492.0268,1
88.82,0.143371144,902.119,493.3291,1
88.825,0.13990837,894.92,494.1401,1
88.83,0.13658062,887.9984,495.5673,1
88.835,0.133788238,882.1879,496.9043,1
88.84,0.130430022,875.1971,497.1234,1
88.845,0.12670883,867.4471,498.6383,1
88.85,0.12283188,859.3688,499.1826,1
88.855,0.1190398,851.4636,500.2474,1
88.86,0.115422302,843.919,501.3889,1
88.865,0.111785811,836.3316,502.101,1
88.87,0.108181173,828.8076,503.6022,1
88.875,0.104330596,820.767,504.4561,1
88.88,0.10050512,812.7756,504.8863,1
88.885,0.0966538,804.7271,505.6173,1
88.89,0.09293888,796.9608,506.4748,1
88.895,0.089060019,788.8489,507.56,1
88.9,0.085079223,780.5209,508.4297,1
88.905,0.081067241,772.1248,509.1934,1
88.91,0.077105666,763.8315,510.1043,1
88.915,0.072855196,754.9306,510.9437,1
88.92,0.068872817,746.5886,511.7827,1
88.925,0.064635997,737.7111,512.504,1
88.93,0.061497279,731.1329,513.5333,1
88.935,0.05693423,721.5673,514.0515,1
88.94,0.052968479,713.2518,514.0409,1
88.945,0.048448618,703.7723,515.1024,1
88.95,0.043882559,694.1938,514.4675,1
88.955,0.039719062,685.4581,514.8939,1
88.96,0.03552328,676.6532,515.4021,1
88.965,0.031090866,667.3503,515.833,1
88.97,0.027105271,658.9841,516.8002,1
88.975,0.022573679,649.4707,517.914,1
88.98,0.018163808,640.2119,517.7717,1
88.985,0.014226289,631.9442,517.7305,1
88.99,0.00991821,622.8979,517.4556,1
88.995,0.005689174,614.0172,517.6514,1
89,0.001299715,604.7994,517.8608,1
89.005,-0.003246625,595.2521,517.795,1
89.01,-0.007563405,586.187,518.2079,1
89.015,-0.011999812,576.871,518.3957,1
89.02,-0.016023352,568.4224,518.1076,1
89.025,-0.02039932,559.2344,517.5176,1
89.03,-0.024596099,550.4234,517.2825,1
89.035,-0.029003733,541.1707,517.1293,1
89.04,-0.033265278,532.2258,517.0033,1
89.045,-0.037520231,523.296,516.7405,1
89.05,-0.041855982,514.1981,516.9218,1
89.055,-0.046017335,505.4677,516.3063,1
89.06,-0.049949148,497.2204,516.2344,1
89.065,-0.054414802,487.8553,515.0929,1
89.07,-0.058205765,479.9069,515.4809,1
89.075,-0.062595297,470.7057,514.4264,1
89.08,-0.066630196,462.2501,514.2386,1
89.085,-0.070675299,453.7754,513.5606,1
89.09,-0.074951442,444.8193,512.541,1
89.095,-0.078696299,436.9783,512.3567,1
89.1,-0.083167796,427.6189,511.3343,1
89.105,-0.087169638,419.2455,510.8752,1
89.11,-0.091127404,410.9672,510.2205,1
89.115,-0.094242108,404.4544,509.536,1
89.12,-0.098204727,396.1714,508.4007,1
89.125,-0.102320303,387.5721,508.1449,1
89.13,-0.105687691,380.5388,506.5446,1
89.135,-0.109808065,371.9362,505.9004,1
89.14,-0.113151152,364.9593,504.8886,1
89.145,-0.117311747,356.28,504.4619,1
89.15,-0.120251558,350.1499,503.1713,1
89.155,-0.124313367,341.6838,502.5881,1
89.16,-0.127342699,335.3725,502.4587,1
89.165,-0.131245516,327.245,501.2317,1
89.17,-0.134455661,320.5631,501.0811,1
89.175,-0.137815078,313.5736,499.2909,1
89.18,-0.141074142,306.796,498.9901,1
89.185,-0.143994231,300.726,497.8816,1
89.19,-0.147261532,293.9373,496.3699,1
89.195,-0.150585804,287.0336,495.7609,1
89.2,-0.153302968,281.3933,493.9938,1
89.205,-0.155966561,275.8665,493.6674,1
89.21,-0.158820312,269.9477,492.1374,1
89.215,-0.161340101,264.7238,492.1988,1
89.22,-0.164858173,257.4339,490.273,1
89.225,-0.167192945,252.5983,489.0659,1
89.23,-0.170267417,246.2336,488.5608,1
89.235,-0.172853235,240.8831,488.0681,1
89.24,-0.175627819,235.1447,487.1857,1
89.245,-0.177853201,230.5442,486.2155,1
89.25,-0.179947822,226.2157,485.8895,1
89.255,-0.181714824,222.5655,484.875,1
89.26,-0.184380987,217.0601,483.406,1
89.265,-0.186338471,213.0198,482.6971,1
89.27,-0.188293915,208.9852,482.7755,1
89.275,-0.190095006,205.2704,481.7498,1
89.28,-0.192091491,201.1541,480.4146,1
89.285,-0.193438342,198.3781,480.3697,1
89.29,-0.195464237,194.2039,479.3425,1
89.295,-0.197291889,190.4396,478.5575,1
89.3,-0.198373315,188.2129,477.3801,1
89.305,-0.200100677,184.6572,476.1466,1
89.31,-0.200740679,183.3401,476.8517,1
89.315,-0.202680824,179.3484,475.7993,1
89.32,-0.204186346,176.252,475.4761,1
89.325,-0.204969536,174.6416,474.7796,1
89.33,-0.205651477,173.2396,473.635,1
89.335,-0.207039591,170.3864,472.8966,1
89.34,-0.208062399,168.2846,473.9017,1
89.345,-0.208805969,166.7569,473.6723,1
89.35,-0.209502287,165.3265,472.443,1
89.355,-0.210189895,163.9142,472.5134,1
89.36,-0.210622872,163.025,472.5354,1
89.365,-0.211341473,161.5494,472.3905,1
89.37,-0.211421249,161.3856,472.433,1
89.375,-0.21151554,161.192,472.3468,1
89.38,-0.211552945,161.1152,472.2911,1
89.385,-0.211578126,161.0635,472.2894,1
89.39,-0.211512764,161.1977,472.3417,1
89.395,-0.211348876,161.5342,472.4394,1
89.4,-0.21123092,161.7764,472.5106,1
89.405,-0.210941739,162.3702,472.5781,1
89.41,-0.210417821,163.4461,472.6403,1
89.415,-0.2096276,165.0691,472.7094,1
89.42,-0.208827971,166.7117,473.9067,1
89.425,-0.208078022,168.2525,474.0508,1
89.43,-0.207289701,169.8724,474.1781,1
89.435,-0.206043272,172.4342,473.6039,1
89.44,-0.205445571,173.6629,474.3175,1
89.445,-0.20446111,175.687,475.2522,1
89.45,-0.203283434,178.1089,475.939,1
89.455,-0.202022001,180.7037,476.2138,1
89.46,-0.200569968,183.6914,477.1865,1
89.465,-0.199241803,186.425,477.2533,1
89.47,-0.197666891,189.6674,478.4665,1
89.475,-0.196478314,192.1151,479.4502,1
89.48,-0.194182707,196.8442,479.5678,1
89.485,-0.192773217,199.7489,479.9548,1
89.49,-0.190811048,203.7939,480.8336,1
89.495,-0.188811178,207.9182,482.4632,1
89.5,-0.186975149,211.706,482.8475,1
89.505,-0.184984197,215.8149,483.5051,1
89.51,-0.18240785,221.1342,484.7433,1
89.515,-0.18059454,224.8796,486.0436,1
89.52,-0.178329206,229.5604,485.9662,1
89.525,-0.176331013,233.6908,486.7556,1
89.53,-0.173388619,239.7756,488.0673,1
89.535,-0.171149911,244.4073,488.4086,1
89.54,-0.168214756,250.4826,488.6241,1
89.545,-0.16553042,256.0414,490.3864,1
89.55,-0.162840193,261.6149,491.301,1
89.555,-0.159879638,267.7513,492.2426,1
89.56,-0.157345494,273.0062,493.7677,1
89.565,-0.153819185,280.322,494.2151,1
89.57,-0.151330175,285.4882,495.3908,1
89.575,-0.148228447,291.9289,496.8299,1
89.58,-0.145142303,298.3402,497.3362,1
89.585,-0.141943114,304.9894,497.3041,1
89.59,-0.138915115,311.2856,499.1805,1
89.595,-0.134934858,319.5659,500.6389,1
89.6,-0.132278998,325.0935,500.8145,1
89.605,-0.128310308,333.3571,501.5463,1
89.61,-0.125566852,339.072,502.5523,1
89.615,-0.122210315,346.0667,503.4816,1
89.62,-0.118518843,353.7627,504.2031,1
89.625,-0.114566171,362.007,504.491,1
89.63,-0.11148077,368.445,505.5278,1
89.635,-0.107719102,376.2971,506.6187,1
89.64,-0.103879009,384.3162,507.6861,1
89.645,-0.099953015,392.518,508.5518,1
89.65,-0.095778083,401.2434,509.4943,1
89.655,-0.091850906,409.4542,509.5153,1
89.66,-0.088196392,417.0976,510.8706,1
89.665,-0.083852946,426.1851,510.6559,1
89.67,-0.079980243,434.2905,512.4897,1
89.675,-0.075954104,442.7197,512.7492,1
89.68,-0.07203514,450.927,513.6052,1
89.685,-0.067777738,459.8457,513.707,1
89.69,-0.063888645,467.9951,514.4024,1
89.695,-0.059431361,477.3376,515.1693,1
89.7,-0.055577465,485.4174,515.447,1
89.705,-0.051310798,494.3646,516.5093,1
89.71,-0.047358796,502.6537,516.3585,1
89.715,-0.042917984,511.9699,517.1777,1
89.72,-0.038726965,520.7637,516.5078,1
89.725,-0.034502131,529.6299,517.6187,1
89.73,-0.029934994,539.2159,516.8328,1
89.735,-0.026266687,546.9163,517.6831,1
89.74,-0.021741999,556.4154,517.3453,1
89.745,-0.017353585,565.6293,517.432,1
89.75,-0.013047989,574.67,517.6788,1
89.755,-0.008874116,583.4346,518.0171,1
89.76,-0.004431681,592.7635,518.7842,1
89.765,-5.55714E-05,601.9533,517.6368,1
89.77,0.003824438,610.1013,518.2268,1
89.775,0.008342144,619.5883,517.5645,1
89.78,0.012768633,628.8834,517.4175,1
89.785,0.017346013,638.4948,517.3182,1
89.79,0.021680889,647.5963,517.2947,1
89.795,0.02582549,656.2975,516.8879,1
89.8,0.030083299,665.2354,517.031,1
89.805,0.034103086,673.6726,516.672,1
89.81,0.038938077,683.8193,516.0928,1
89.815,0.042644162,691.5956,515.7502,1
89.82,0.046938663,700.605,514.0792,1
89.825,0.051007163,709.1386,513.75,1
89.83,0.055147377,717.8208,513.3365,1
89.835,0.059312962,726.5542,512.7723,1
89.84,0.063452618,735.2311,512.8979,1
89.845,0.068224962,745.2313,511.614,1
89.85,0.071687815,752.4855,511.4513,1
89.855,0.076192986,761.9205,510.0885,1
89.86,0.080154324,770.2139,509.7889,1
89.865,0.0843238,778.9402,508.6042,1
89.87,0.087894843,786.4116,508.1055,1
89.875,0.091483507,793.9175,507.7945,1
89.88,0.095274071,801.843,506.9087,1
89.885,0.099555372,810.7911,504.7208,1
89.89,0.103015344,818.0198,504.5568,1
89.895,0.106538141,825.3771,504.2791,1
89.9,0.110883319,834.4481,502.963,1
89.905,0.114609455,842.2233,501.535,1
89.91,0.118008325,849.3127,501.4073,1
89.915,0.121340349,856.2599,500.395,1
89.92,0.125169256,864.2396,499.7574,1
89.925,0.128827385,871.8598,497.9098,1
89.93,0.131943887,878.3489,497.2034,1
89.935,0.135248718,885.2272,496.1314,1
89.94,0.138272428,891.5177,494.9609,1
89.945,0.142493047,900.2938,493.8779,1
89.95,0.14495712,905.415,493.1627,1
89.955,0.147860036,911.4459,491.8088,1
89.96,0.150953548,917.8699,490.3141,1
89.965,0.154013964,924.2222,489.0113,1
89.97,0.156940552,930.2939,488.5016,1
89.975,0.160013007,936.6652,487.7091,1
89.98,0.162971744,942.7977,486.4851,1
89.985,0.165579278,948.1998,485.2587,1
89.99,0.168802268,954.8737,484.0475,1
89.995,0.170803623,959.0161,483.3329,1
90,0.173557971,964.7147,481.812,1
90.005,0.176542245,970.8859,480.8969,1
90.01,0.178481335,974.894,480.106,1
90.015,0.180602817,979.2775,479.4375,1
90.02,0.183011662,984.2527,478.7145,1
90.025,0.18517527,988.7195,477.0547,1
90.03,0.187370434,993.2496,476.2068,1
90.035,0.189273267,997.1749,475.3026,1
90.04,0.191485766,1001.7372,474.4703,1
90.045,0.193266278,1005.4073,473.6902,1
90.05,0.194993436,1008.9662,473.1857,1
90.055,0.196884138,1012.8607,472.318,1
90.06,0.198765547,1016.7346,471.6331,1
90.065,0.200144407,1019.5728,471.1917,1
90.07,0.201773574,1022.9252,469.952,1
90.075,0.202844462,1025.1282,470.3494,1
90.08,0.204644261,1028.8296,468.8432,1
90.085,0.205748134,1031.0991,468.3555,1
90.09,0.206837712,1033.3387,468.1683,1
90.095,0.208212642,1036.1641,467.0195,1
90.1,0.20905476,1037.8942,466.4273,1
90.105,0.209973616,1039.7816,466.2617,1
90.11,0.21106412,1042.0211,465.9427,1
90.115,0.211900565,1043.7385,465.3824,1
90.12,0.21245266,1044.8719,465.4766,1
90.125,0.213225723,1046.4587,465.2183,1
90.13,0.213893561,1047.8293,464.8701,1
90.135,0.214183413,1048.4241,464.1574,1
90.14,0.214496872,1049.0673,463.8544,1
90.145,0.21470108,1049.4863,463.7874,1
90.15,0.214835258,1049.7616,463.7029,1
90.155,0.214867621,1049.828,463.744,1
90.16,0.214946629,1049.9901,463.8025,1
90.165,0.214947068,1049.991,463.7802,1
90.17,0.214846078,1049.7838,463.7959,1
90.175,0.214717992,1049.521,463.7879,1
90.18,0.214457396,1048.9863,463.8682,1
90.185,0.214116065,1048.2859,464.4658,1
90.19,0.213753661,1047.5422,464.8958,1
90.195,0.212873668,1045.7361,465.1016,1
90.2,0.212375692,1044.7139,465.2245,1
90.205,0.211657857,1043.2402,465.2383,1
90.21,0.210749725,1041.3755,466.2562,1
90.215,0.210078346,1039.9967,466.7657,1
90.22,0.20876844,1037.306,466.5019,1
90.225,0.208013585,1035.7551,466.9741,1
90.23,0.206501802,1032.6483,468.023,1
90.235,0.205419742,1030.424,467.969,1
90.24,0.204092444,1027.6949,468.8076,1
90.245,0.20248083,1024.3802,470.1638,1
90.25,0.20115453,1021.6515,470.3136,1
90.255,0.199494766,1018.2357,471.1777,1
90.26,0.198372247,1015.9249,472.312,1
90.265,0.196417671,1011.9,472.7523,1
90.27,0.194337718,1007.6152,473.0885,1
90.275,0.19272271,1004.287,474.0441,1
90.28,0.191064851,1000.8694,474.9258,1
90.285,0.188871827,996.3469,475.6396,1
90.29,0.186866737,992.2103,476.5703,1
90.295,0.184624985,987.5836,477.8647,1
90.3,0.182551085,983.3016,478.9062,1
90.305,0.179961906,977.9534,479.7085,1
90.31,0.177869651,973.6298,480.9201,1
90.315,0.17516099,968.03,481.7632,1
90.32,0.17294919,963.4554,482.4312,1
90.325,0.170036607,957.4287,483.3437,1
90.33,0.167163631,951.481,484.773,1
90.335,0.164241413,945.4284,486.2254,1
90.34,0.162059389,940.907,486.5233,1
90.345,0.159725194,936.0685,487.9167,1
90.35,0.156214431,928.7877,489.0174,1
90.355,0.153464098,923.0811,489.5963,1
90.36,0.150282378,916.4764,490.7706,1
90.365,0.147081875,909.8295,492.018,1
90.37,0.144008522,903.4437,493.2016,1
90.375,0.14052028,896.1924,494.2565,1
90.38,0.137504424,889.9202,495.29,1
90.385,0.134004988,882.639,496.3402,1
90.39,0.130767611,875.9,496.9691,1
90.395,0.127265359,868.6064,497.7261,1
90.4,0.123718177,861.2159,498.744,1
90.405,0.120335114,854.1643,499.8326,1
90.41,0.116698986,846.582,500.9977,1
90.415,0.113047585,838.9646,502.041,1
90.42,0.109121575,830.7708,502.7507,1
90.425,0.105779681,823.7933,504.4642,1
90.43,0.101763837,815.4054,505.3181,1
90.435,0.097809592,807.1428,505.4669,1
90.44,0.094043992,799.2714,506.4185,1
90.445,0.090173153,791.1771,507.5338,1
90.45,0.086262897,782.9975,508.2633,1
90.455,0.082572229,775.2747,509.0001,1
90.46,0.078768666,767.3132,509.4775,1
90.465,0.074720749,758.8376,510.3352,1
90.47,0.070490792,749.9781,511.5889,1
90.475,0.066346807,741.2961,512.2396,1
90.48,0.062285312,732.7846,512.874,1
90.485,0.058309703,724.451,513.1779,1
90.49,0.054410033,716.2747,513.8864,1
90.495,0.049791285,706.5885,514.8394,1
90.5,0.04623223,699.1231,514.9591,1
90.505,0.041365939,688.9137,515.4485,1
90.51,0.037289594,680.36,515.9199,1
90.515,0.033073124,671.5109,516.058,1
90.52,0.028947757,662.8518,516.6319,1
90.525,0.02457252,653.6671,516.7797,1
90.53,0.020109546,644.2972,516.8503,1
90.535,0.015635447,634.9031,517.3347,1
90.54,0.011583211,626.3942,518.0323,1
90.545,0.007328923,617.4606,518.5936,1
90.55,0.00312391,608.6302,518.1531,1
90.555,-0.001344667,599.2462,517.6276,1
90.56,-0.00549417,590.5323,518.202,1
90.565,-0.009907638,581.2643,517.8653,1
90.57,-0.014269579,572.1049,517.8193,1
90.575,-0.018568448,563.0785,517.7889,1
90.58,-0.022587492,554.6403,517.2547,1
90.585,-0.027193161,544.9714,517.7139,1
90.59,-0.031247847,536.4602,517.2221,1
90.595,-0.035490069,527.5565,516.8729,1
90.6,-0.03970934,518.7023,516.4869,1
90.605,-0.043909775,509.8891,515.978,1
90.61,-0.048080904,501.139,515.6338,1
90.615,-0.052159314,492.5851,515.7823,1
90.62,-0.05681456,482.8236,515.4943,1
90.625,-0.060612249,474.8622,514.6758,1
90.63,-0.065196177,465.255,514.4536,1
90.635,-0.068734681,457.8408,513.1949,1
90.64,-0.073162252,448.5663,513.5573,1
90.645,-0.076726688,441.102,512.12,1
90.65,-0.081304833,431.5179,511.966,1
90.655,-0.084963184,423.8619,510.8682,1
90.66,-0.089202203,414.9937,510.5929,1
90.665,-0.092757097,407.5593,509.7442,1
90.67,-0.096730635,399.2523,508.7195,1
90.675,-0.100367856,391.6512,508.2955,1
90.68,-0.104326144,383.3823,507.2487,1
90.685,-0.108170156,375.3554,506.3416,1
90.69,-0.111753994,367.8748,505.4802,1
90.695,-0.115398429,360.2708,504.8125,1
90.7,-0.118889595,352.9896,504.0985,1
90.705,-0.122509985,345.4421,503.3055,1
90.71,-0.125958229,338.2566,502.7091,1
90.715,-0.129462627,330.9573,501.6216,1
90.72,-0.132685032,324.2483,500.5116,1
90.725,-0.136035468,317.2758,499.0793,1
90.73,-0.139389942,310.2981,498.7122,1
90.735,-0.142468272,303.8977,498.5321,1
90.74,-0.145631608,297.3235,496.9538,1
90.745,-0.148665058,291.0221,496.6909,1
90.75,-0.151713375,284.6927,494.9896,1
90.755,-0.154101236,279.7367,494.4124,1
90.76,-0.157706439,272.2576,493.304,1
90.765,-0.16017098,267.1473,491.7863,1
90.77,-0.163098955,261.0787,491.2701,1
90.775,-0.166126743,254.8063,489.8212,1
90.78,-0.168652764,249.5758,488.4617,1
90.785,-0.171467754,243.7496,488.2078,1
90.79,-0.173525386,239.4927,487.8118,1
90.795,-0.176438248,233.4691,486.6369,1
90.8,-0.17849169,229.2246,485.8889,1
90.805,-0.180477011,225.1224,485.9576,1
90.81,-0.182431286,221.0858,484.3868,1
90.815,-0.185009921,215.7618,483.5035,1
90.82,-0.186945344,211.7675,482.5856,1
90.825,-0.188926611,207.6801,482.4762,1
90.83,-0.190647026,204.1321,481.2407,1
90.835,-0.192506134,200.2994,480.2336,1
90.84,-0.194207652,196.7928,479.9436,1
90.845,-0.195949354,193.2046,479.0092,1
90.85,-0.197428687,190.1579,478.4954,1
90.855,-0.198516264,187.9186,477.2685,1
90.86,-0.200162774,184.5294,476.4266,1
90.865,-0.200795251,183.2278,476.978,1
90.87,-0.202811793,179.079,475.8834,1
90.875,-0.203973598,176.6895,475.2716,1
90.88,-0.204747269,175.0986,474.9608,1
90.885,-0.205229995,174.1061,474.0842,1
90.89,-0.206624992,171.2385,473.3618,1
90.895,-0.207508777,169.4222,473.1968,1
90.9,-0.208414579,167.561,472.8058,1
