Time,Angle_rad,Center_X,Center_Y,Confidence
16.94,-0.250306682,81.8977,453.6055,1
16.945,-0.250137361,82.2422,453.6308,1
16.95,-0.249780411,82.9685,453.6304,1
16.955,-0.249327033,83.8911,453.9255,1
16.96,-0.248693886,85.1797,454.2729,1
16.965,-0.247988679,86.6152,455.1432,1
16.97,-0.246981418,88.666,454.7476,1
16.975,-0.246558757,89.5267,455.9202,1
16.98,-0.244927757,92.8489,455.728,1
16.985,-0.244361711,94.0022,456.6194,1
16.99,-0.243475036,95.8091,457.1305,1
16.995,-0.242050209,98.7135,457.3292,1
17,-0.240537627,101.7979,457.9025,1
17.005,-0.239083343,104.7645,458.4387,1
17.01,-0.237527615,107.9392,459.7151,1
17.015,-0.236091536,110.8708,460.5857,1
17.02,-0.234148798,114.8383,461.3337,1
17.025,-0.231827898,119.5805,462.6345,1
17.03,-0.230751913,121.7799,462.9559,1
17.035,-0.228517496,126.349,464.7516,1
17.04,-0.226655384,130.1586,465.7912,1
17.045,-0.221980201,139.7305,467.895,1
17.05,-0.219537832,144.735,470.0647,1
17.055,-0.217673071,148.5578,469.942,1
17.06,-0.214558085,154.9471,470.8822,1
17.065,-0.212083615,160.0257,472.6417,1
17.07,-0.209306778,165.7281,473.3616,1
17.075,-0.206029894,172.4617,474.2858,1
17.08,-0.203545942,177.569,475.7062,1
17.085,-0.200307377,184.2318,476.2588,1
17.09,-0.197419752,190.1763,478.2458,1
17.095,-0.193662382,197.9164,480.1999,1
17.1,-0.190991323,203.4222,481.2241,1
17.105,-0.187396025,210.8376,482.0378,1
17.11,-0.184298591,217.2302,483.9223,1
17.115,-0.180658243,224.748,485.82,1
17.12,-0.177595813,231.0762,485.9947,1
17.125,-0.173581273,239.3771,487.8395,1
17.13,-0.170117199,246.5445,489.1022,1
17.135,-0.165852449,255.3744,490.2101,1
17.14,-0.161400264,264.5991,491.8052,1
17.145,-0.158368306,270.885,492.8944,1
17.15,-0.153744109,280.4778,494.0078,1
17.155,-0.150380821,287.4592,495.8627,1
17.16,-0.146221352,296.0982,496.5836,1
17.165,-0.142081699,304.7013,498.7084,1
17.17,-0.137945073,313.3032,499.0071,1
17.175,-0.133798136,321.9315,501.0858,1
17.18,-0.129006634,331.9069,501.4921,1
17.185,-0.125333687,339.5578,502.6615,1
17.19,-0.120100756,350.4643,503.1872,1
17.195,-0.116244478,358.506,504.9637,1
17.2,-0.111223653,368.9816,505.8377,1
17.205,-0.106730041,378.3622,506.1306,1
17.21,-0.102147544,387.933,508.1233,1
17.215,-0.097676672,397.275,508.572,1
17.22,-0.093036014,406.9761,509.764,1
17.225,-0.08813262,417.231,510.8739,1
17.23,-0.083191402,427.5695,511.2601,1
17.235,-0.078468549,437.4551,512.0576,1
17.24,-0.073646031,447.5531,513.4522,1
17.245,-0.068838164,457.624,513.5724,1
17.25,-0.063986225,467.7906,514.3567,1
17.255,-0.058994262,478.2539,515.2122,1
17.26,-0.05425261,488.1954,515.2,1
17.265,-0.049350744,498.4755,516.2128,1
17.27,-0.043967879,509.7672,516.4027,1
17.275,-0.039152097,519.8716,516.6402,1
17.28,-0.034308444,530.0364,517.4943,1
17.285,-0.029378226,540.3846,517.1584,1
17.29,-0.024202267,551.2502,517.4766,1
17.295,-0.019259238,561.6281,518.2555,1
17.3,-0.014123327,572.412,517.6366,1
17.305,-0.009020694,583.1268,517.6385,1
17.31,-0.004333775,592.9691,518.074,1
17.315,0.000931429,604.026,517.7706,1
17.32,0.006145515,614.9755,517.5881,1
17.325,0.010941742,625.0472,517.8365,1
17.33,0.016299245,636.2969,517.2006,1
17.335,0.021373818,646.9516,516.9946,1
17.34,0.026117541,656.9106,517.0021,1
17.345,0.031422171,668.0457,516.3405,1
17.35,0.036335519,678.3578,515.9393,1
17.355,0.040965457,688.0734,515.0378,1
17.36,0.046412137,699.5005,514.3419,1
17.365,0.05116637,709.4725,513.7595,1
17.37,0.056167337,719.9594,513.9373,1
17.375,0.06154184,731.2263,512.7534,1
17.38,0.065778377,740.105,512.1831,1
17.385,0.070774213,750.5718,511.6431,1
17.39,0.076113995,761.7551,509.8877,1
17.395,0.080203339,770.3165,509.7584,1
17.4,0.085070333,780.5023,508.7039,1
17.405,0.089734761,790.2602,507.2386,1
17.41,0.094203938,799.6058,506.6628,1
17.415,0.09929791,810.2531,504.7906,1
17.42,0.103432661,818.8915,504.4806,1
17.425,0.108010606,828.4515,503.0046,1
17.43,0.112624179,838.0811,501.8798,1
17.435,0.117038972,847.2911,500.799,1
17.44,0.121505326,856.6038,500.0584,1
17.445,0.125945701,865.8573,498.7052,1
17.45,0.130847676,876.0667,497.0881,1
17.455,0.134598571,883.8743,496.0324,1
17.46,0.138829769,892.6769,494.6784,1
17.465,0.142983703,901.3137,493.3361,1
17.47,0.146785443,909.2137,491.8048,1
17.475,0.150649381,917.2384,490.6527,1
17.48,0.154628891,925.4982,489.4714,1
17.485,0.158987611,934.5392,488.258,1
17.49,0.162340363,941.4893,486.376,1
17.495,0.166273286,949.6372,485.0856,1
17.5,0.169973556,957.2982,483.2848,1
17.505,0.17371466,965.0388,481.9441,1
17.51,0.177470752,972.8053,481.186,1
17.515,0.180718316,979.5161,479.4838,1
17.52,0.184105515,986.5112,477.8898,1
17.525,0.187587863,993.6982,476.2179,1
17.53,0.190897426,1000.5242,474.4821,1
17.535,0.194031049,1006.9833,473.9977,1
17.54,0.197145771,1013.3995,472.5441,1
17.545,0.200060689,1019.4005,470.8515,1
17.55,0.203208511,1025.877,469.4681,1
17.555,0.20607251,1031.7659,468.4104,1
17.56,0.208753399,1037.2751,466.8121,1
17.565,0.21187358,1043.6831,465.6707,1
17.57,0.214555161,1049.1869,464.4359,1
17.575,0.21677204,1053.7345,462.9499,1
17.58,0.219155432,1058.6212,462.0197,1
17.585,0.2213611,1063.1412,460.5506,1
17.59,0.22375378,1068.0419,459.3012,1
17.595,0.226165745,1072.9794,457.8642,1
17.6,0.228078877,1076.8938,457.2815,1
17.605,0.230310717,1081.4581,455.6176,1
17.61,0.232171386,1085.2615,454.9664,1
17.615,0.233926744,1088.8481,454.1243,1
17.62,0.235754436,1092.5809,452.9181,1
17.625,0.23746598,1096.075,451.8277,1
17.63,0.239051877,1099.3113,451.1164,1
17.635,0.240195506,1101.6443,450.3946,1
17.64,0.241748619,1104.8116,449.3195,1
17.645,0.243000005,1107.3627,449.0695,1
17.65,0.244457805,1110.3336,448.3568,1
17.655,0.245402181,1112.2576,447.7286,1
17.66,0.245987031,1113.4489,447.2194,1
17.665,0.246986329,1115.484,446.7285,1
17.67,0.247868087,1117.2793,445.9823,1
17.675,0.248819269,1119.2155,445.4969,1
17.68,0.249008334,1119.6003,445.2153,1
17.685,0.249453124,1120.5055,444.9843,1
17.69,0.249956695,1121.5302,444.7828,1
17.695,0.250266427,1122.1604,444.5612,1
17.7,0.250483432,1122.6019,444.5211,1
17.705,0.250562667,1122.7631,444.3613,1
17.71,0.25067995,1123.0017,444.2525,1
17.715,0.250825158,1123.2971,444.309,1
17.72,0.250489183,1122.6136,444.4413,1
17.725,0.250183413,1121.9915,444.7689,1
17.73,0.249757608,1121.1251,445.1932,1
17.735,0.249343544,1120.2825,445.3387,1
17.74,0.248583491,1118.7356,445.8408,1
17.745,0.24805018,1117.65,446.134,1
17.75,0.247407317,1116.3412,446.8386,1
17.755,0.24614439,1113.7694,447.5146,1
17.76,0.24567783,1112.8191,447.8698,1
17.765,0.244113585,1109.6322,448.641,1
17.77,0.242992499,1107.3474,448.8756,1
17.775,0.24136883,1104.0372,449.2997,1
17.78,0.239970823,1101.186,450.6371,1
17.785,0.238889206,1098.9794,451.3143,1
17.79,0.236740688,1094.5945,452.1796,1
17.795,0.235322657,1091.6992,453.2562,1
17.8,0.233006395,1086.9678,454.4102,0.9999
17.805,0.231975174,1084.8605,454.9488,1
17.81,0.229886929,1080.5916,456.1209,1
17.815,0.228024078,1076.7817,457.4961,1
17.82,0.225900082,1072.4357,457.5489,1
17.825,0.223932427,1068.4077,458.9886,1
17.83,0.22169839,1063.8322,459.6721,1
17.835,0.219163481,1058.6377,461.7198,1
17.84,0.217136147,1054.4812,462.7462,1
17.845,0.21164529,1043.2144,465.1858,1
17.85,0.208728574,1037.2241,466.3248,1
17.855,0.206117753,1031.8589,467.0287,1
17.86,0.202894537,1025.2312,469.4629,1
17.865,0.199948986,1019.1706,470.7472,1
17.87,0.197415333,1013.9546,472.272,1
17.875,0.194017606,1006.9556,473.3417,1
17.88,0.191093128,1000.9277,474.4412,1
17.885,0.187692364,993.9138,475.8569,1
17.89,0.184095876,986.4913,477.6898,1
17.895,0.18113938,980.3859,480.0701,1
17.9,0.177808738,973.5039,481.009,1
17.905,0.173876769,965.3741,482.1075,1
17.91,0.170141405,957.6456,483.3246,1
17.915,0.16643147,949.9648,485.0087,1
17.92,0.163161017,943.1899,486.5906,1
17.925,0.159350628,935.2919,488.4092,1
17.93,0.155227489,926.7402,489.7405,1
17.935,0.15104757,918.0651,490.3074,1
17.94,0.147110614,909.8892,491.6154,1
17.945,0.143178648,901.7189,493.2972,1
17.95,0.139116342,893.2729,495.7539,1
17.955,0.134617504,883.9137,496.2046,1
17.96,0.130784325,875.9348,497.3725,1
17.965,0.126750497,867.5339,498.3156,1
17.97,0.122117625,857.8801,499.402,1
17.975,0.117222803,847.6745,501.1754,1
17.98,0.113315777,839.5242,502.3342,1
17.985,0.108764458,830.0253,503.8069,1
17.99,0.103975146,820.0246,504.9471,1
17.995,0.099376009,810.4163,505.5911,1
18,0.094534983,800.2979,506.8099,1
18.005,0.090018191,790.853,507.4455,1
18.01,0.085525034,781.4537,508.2357,1
18.015,0.080602724,771.1525,509.5766,1
18.02,0.075919338,761.3475,510.7251,1
18.025,0.071302163,751.6777,511.1628,1
18.03,0.066164503,740.9141,512.5175,1
18.035,0.061599377,731.3469,512.7709,1
18.04,0.056998239,721.7015,514.0011,1
18.045,0.051432482,710.0306,513.8162,1
18.05,0.046767666,700.2463,514.2639,1
18.055,0.041980616,690.2034,515.6434,1
18.06,0.036797923,679.3282,515.5938,1
18.065,0.031856197,668.9567,515.9739,1
18.07,0.026998613,658.7602,517.2838,1
18.075,0.016662247,637.0591,517.0366,1
18.08,0.011520398,626.2623,517.7891,1
18.085,0.006642525,616.0192,517.8702,1
18.09,0.001562477,605.3512,517.4804,1
18.095,-0.003632627,594.4415,517.8602,1
18.1,-0.008531865,584.1533,517.8311,1
18.105,-0.013531984,573.6537,517.4929,1
18.11,-0.018938894,562.3007,518.1173,1
18.115,-0.023670925,552.3657,517.7391,1
18.12,-0.028763395,541.6752,516.9474,1
18.125,-0.033747929,531.2128,516.9725,1
18.13,-0.038611784,521.0054,516.3566,1
18.135,-0.043679459,510.3723,516.0948,1
18.14,-0.049040083,499.1271,516.4805,1
18.145,-0.053520881,489.7298,515.5216,1
18.15,-0.058510379,479.2683,514.4937,1
18.155,-0.063439592,468.9362,514.23,1
18.16,-0.068071463,459.2303,513.9432,1
18.165,-0.073157477,448.5763,513.8046,1
18.17,-0.077958848,438.5222,512.3649,1
18.175,-0.083106967,427.7462,511.4979,1
18.18,-0.087413614,418.7351,510.9151,1
18.185,-0.092086139,408.9623,509.5162,1
18.19,-0.09702779,398.6312,508.8463,1
18.195,-0.100614529,391.1358,508.2172,1
18.2,-0.106086783,379.7054,506.5674,1
18.205,-0.110776569,369.9147,505.6555,1
18.21,-0.115258355,360.563,504.8251,1
18.215,-0.119710573,351.2778,504.1356,1
18.22,-0.124022461,342.29,502.756,1
18.225,-0.128539865,332.879,501.7671,1
18.23,-0.133045639,323.4977,501.2408,1
18.235,-0.136927574,315.4198,499.7455,1
18.24,-0.141345077,306.2327,498.7177,1
18.245,-0.145473123,297.6528,496.6806,1
18.25,-0.149379259,289.5389,496.2383,1
18.255,-0.153469061,281.0486,494.1792,1
18.26,-0.157792604,272.0789,493.2497,1
18.265,-0.161130429,265.1584,491.2098,1
18.27,-0.165035436,257.0667,490.6518,1
18.275,-0.169158243,248.5294,488.3593,1
18.28,-0.172866625,240.8554,488.2456,1
18.285,-0.176442456,233.4604,486.4797,1
18.29,-0.180026812,226.0525,486.1211,1
18.295,-0.183251918,219.3912,484.1836,1
18.3,-0.186964342,211.7283,483.0134,1
18.305,-0.189953943,205.5613,482.239,1
18.31,-0.193477452,198.2975,480.4085,1
18.315,-0.196761921,191.531,479.0586,1
18.32,-0.199584451,185.7197,477.0353,1
18.325,-0.202378551,179.9702,476.2186,1
18.33,-0.204842157,174.9035,474.3018,1
18.335,-0.208351597,167.6904,472.9157,1
18.34,-0.211281326,161.6729,472.5724,1
18.345,-0.213750542,156.6042,470.99,1
18.35,-0.216510449,150.942,470.0493,1
18.355,-0.218945657,145.9488,469.6207,1
18.36,-0.221401759,140.9155,467.7627,1
18.365,-0.223490754,136.6367,466.9495,1
18.37,-0.225768894,131.9728,465.9313,1
18.375,-0.227873174,127.667,465.3965,1
18.38,-0.229528074,124.2822,464.2914,1
18.385,-0.231619911,120.0056,462.6411,1
18.39,-0.233940696,115.2634,462.1513,1
18.395,-0.235289603,112.5083,461.532,1
18.4,-0.236599319,109.8341,460.7718,1
18.405,-0.238093787,106.7837,459.0653,1
18.41,-0.239728015,103.4493,458.2162,1
18.415,-0.240896547,101.0659,457.7745,1
18.42,-0.242350792,98.1007,457.8364,1
18.425,-0.243463898,95.8318,457.1991,1
18.43,-0.243836131,95.0732,456.2421,1
18.435,-0.244881618,92.9429,455.881,1
18.44,-0.245704635,91.2663,455.3032,1
18.445,-0.246731067,89.1758,455.0414,1
18.45,-0.247502453,87.6051,454.852,1
18.455,-0.248114531,86.359,454.6512,1
18.46,-0.248631146,85.3074,454.5601,1
18.465,-0.249026366,84.503,454.3878,1
18.47,-0.249313716,83.9182,454.1856,1
18.475,-0.249360398,83.8232,454.1068,1
18.48,-0.249360251,83.8235,454.1342,1
18.485,-0.249267084,84.0131,454.2935,1
18.49,-0.249184387,84.1814,454.3875,1
18.495,-0.248630311,85.3091,454.9377,1
18.5,-0.248020019,86.5514,454.9296,1
18.505,-0.247414438,87.7843,454.8878,1
18.51,-0.246448717,89.7508,455.0834,1
18.515,-0.245528442,91.6252,455.2331,1
18.52,-0.244614122,93.4879,455.8233,1
18.525,-0.244547816,93.623,456.7593,1
18.53,-0.243499618,95.759,457.2088,1
18.535,-0.242001553,98.8127,457.4531,1
18.54,-0.240961568,100.9333,457.9788,1
18.545,-0.239384981,104.1491,458.8261,1
18.55,-0.237854814,107.2714,460.1824,1
18.555,-0.236348873,110.3454,461.094,1
18.56,-0.235001925,113.0958,461.9403,1
18.565,-0.232482556,118.2426,463.0078,1
18.57,-0.231253229,120.7551,462.8257,1
18.575,-0.229245579,124.8599,464.3509,1
18.58,-0.227346299,128.7449,464.3039,1
18.585,-0.225273834,132.9861,466.2007,1
18.59,-0.223047466,137.5445,467.2602,1
18.595,-0.220253738,143.2678,468.8691,1
18.6,-0.218540186,146.78,469.679,1
18.605,-0.215915989,152.1613,470.445,1
18.61,-0.212879953,158.391,471.6965,1
18.615,-0.210806846,162.6472,472.6906,1
18.62,-0.207630192,169.1727,473.3784,1
18.625,-0.204574083,175.4547,475.0599,1
18.63,-0.20100164,182.8031,477.151,1
18.635,-0.19888004,187.1697,477.2306,1
18.64,-0.195805557,193.5008,478.8701,1
18.645,-0.192615925,200.0731,480.3618,1
18.65,-0.18939836,206.7071,482.3727,1
18.655,-0.186202645,213.3001,482.9327,1
18.66,-0.182364754,221.2232,484.8527,1
18.665,-0.179288839,227.5773,486.386,1
18.67,-0.175580665,235.2422,486.7396,1
18.675,-0.172242016,242.1476,488.2086,1
18.68,-0.168381203,250.138,488.7633,1
18.685,-0.164729622,257.7002,490.3693,1
18.69,-0.156826774,274.0821,493.4564,1
18.695,-0.152730614,282.5812,494.0936,1
18.7,-0.148801035,290.7397,496.401,1
18.705,-0.144782626,299.0876,497.0306,1
18.71,-0.140559476,307.8661,498.3751,1
18.715,-0.136025087,317.2974,499.7946,1
18.72,-0.132547875,324.5338,500.7581,1
18.725,-0.127890679,334.2311,501.5403,1
18.73,-0.123712803,342.9353,502.2899,1
18.735,-0.119026275,352.7046,504.1412,1
18.74,-0.114532474,362.0773,504.3633,1
18.745,-0.110095755,371.3357,505.8102,1
18.75,-0.105387353,381.166,506.9131,1
18.755,-0.09987807,392.6746,508.4092,1
18.76,-0.096212655,400.335,509.3622,1
18.765,-0.091323171,410.5578,509.277,1
18.77,-0.087013952,419.5712,510.8335,1
18.775,-0.081985864,430.0925,511.8827,1
18.78,-0.07701172,440.5052,512.2061,1
18.785,-0.072260631,450.4547,513.7449,1
18.79,-0.067223572,461.0068,514.1087,1
18.795,-0.06267011,470.5489,514.6492,1
18.8,-0.057665335,481.0399,515.727,1
18.805,-0.05243593,492.005,515.8104,1
18.81,-0.048083097,501.1344,516.395,1
18.815,-0.042686629,512.4553,517.2391,1
18.82,-0.037697214,522.9246,516.5423,1
18.825,-0.032992652,532.798,516.9061,1
18.83,-0.027650142,544.0121,517.8651,1
18.835,-0.022428404,554.9743,517.4559,1
18.84,-0.018084986,564.0936,517.9028,1
18.845,-0.012516613,575.7858,518.3594,1
18.85,-0.007494784,586.3311,517.4566,1
18.855,-0.002938338,595.8995,517.7174,1
18.86,0.002195859,606.6813,517.4056,1
18.865,0.007265397,617.3272,517.9595,1
18.87,0.012342266,627.9881,517.2161,1
18.875,0.017313532,638.4266,516.9244,1
18.88,0.022231879,648.7531,517.337,1
18.885,0.027208547,659.2009,516.9103,1
18.89,0.032327869,669.9467,515.8527,1
18.895,0.03715674,680.0812,515.4744,1
18.9,0.042266965,690.8042,515.4001,1
18.905,0.04715576,701.0604,514.088,1
18.91,0.051977735,711.1741,513.6764,1
18.915,0.05730741,722.3497,513.9019,1
18.92,0.06213984,732.4797,512.8258,1
18.925,0.067121293,742.9189,512.6039,1
18.93,0.071719516,752.5519,511.7982,1
18.935,0.076301444,762.1476,510.561,1
18.94,0.081208802,772.4211,509.4802,1
18.945,0.085895394,782.2286,508.1783,1
18.95,0.09037813,791.6058,507.3335,1
18.955,0.095341281,801.9835,505.8475,1
18.96,0.099928991,811.5718,504.9348,1
18.965,0.104408832,820.9304,504.455,1
18.97,0.108691408,829.8728,502.7762,1
18.975,0.113451746,839.8079,502.381,1
18.98,0.118316474,849.9553,501.2027,1
18.985,0.122802708,859.308,499.4634,1
18.99,0.126908289,867.8626,498.8129,1
18.995,0.130937492,876.2537,496.9841,1
19,0.13512968,884.9795,495.862,1
19.005,0.139168368,893.3811,494.1911,1
19.01,0.143336599,902.0472,492.8322,1
19.015,0.147142241,909.9549,491.2738,1
19.02,0.151162161,918.303,490.1193,1
19.025,0.159361046,935.3135,488.0582,1
19.03,0.162839517,942.5237,485.9225,1
19.035,0.166701155,950.5233,485.0182,1
19.04,0.170331776,958.0396,483.0349,1
19.045,0.174004699,965.6387,481.7371,1
19.05,0.177500796,972.8674,481.1285,1
19.055,0.181011818,980.1224,480.0982,1
19.06,0.184128038,986.5577,477.8778,1
19.065,0.187867635,994.2754,475.8229,1
19.07,0.190844901,1000.4159,474.937,1
19.075,0.19401882,1006.9581,473.118,1
19.08,0.197266783,1013.6487,472.4804,1
19.085,0.2000672,1019.4139,470.7563,1
19.09,0.203036158,1025.5225,469.2033,1
19.095,0.205844744,1031.2977,467.8624,1
19.1,0.208881418,1037.5381,466.2563,1
19.105,0.211792287,1043.5162,465.2402,1
19.11,0.214411146,1048.8914,464.2862,1
19.115,0.216569251,1053.3186,462.8451,1
19.12,0.219008784,1058.3206,461.825,1
19.125,0.221060635,1062.5256,460.3397,1
19.13,0.223661822,1067.8536,459.0416,1
19.135,0.225460703,1071.5364,458.2084,1
19.14,0.227899082,1076.526,457.1263,1
19.145,0.22989133,1080.6006,456.0807,1
19.15,0.231739878,1084.3796,455.1276,1
19.155,0.233417426,1087.8076,454.0537,1
19.16,0.235175851,1091.3994,453.1163,1
19.165,0.236718302,1094.5488,451.9532,1
19.17,0.238468371,1098.1207,451.1077,1
19.175,0.239867335,1100.9749,450.3404,1
19.18,0.240909296,1103.1001,449.8631,1
19.185,0.242285062,1105.9053,449.4844,1
19.19,0.243479943,1108.3409,449.2463,1
19.195,0.24482743,1111.0867,448.2084,1
19.2,0.24546806,1112.3918,447.7929,1
19.205,0.246159316,1113.7998,447.5098,1
19.21,0.247099528,1115.7145,446.7398,1
19.215,0.247676867,1116.89,446.5017,1
19.22,0.248529498,1118.6257,445.9446,1
19.225,0.248993544,1119.5702,445.6526,1
19.23,0.24881696,1119.2108,445.8212,1
19.235,0.248862604,1119.3037,445.7205,1
19.24,0.249327229,1120.2493,445.0366,1
19.245,0.249430127,1120.4587,445.0168,1
19.25,0.249410717,1120.4192,444.9853,1
19.255,0.249389636,1120.3763,445.0101,1
19.26,0.249195393,1119.981,445.0504,1
19.265,0.248460473,1118.4852,445.9565,1
19.27,0.24822732,1118.0106,446.1393,1
19.275,0.247901587,1117.3475,446.122,1
19.28,0.247409625,1116.3459,446.4669,1
19.285,0.246559248,1114.6143,447.1823,1
19.29,0.245843867,1113.1573,447.4501,1
19.295,0.244906209,1111.2472,448.6864,1
19.3,0.243961606,1109.3225,449.0011,1
19.305,0.243058093,1107.4811,449.3913,1
19.31,0.241871773,1105.0627,449.775,1
19.315,0.240325232,1101.9089,450.549,1
19.32,0.239195879,1099.6051,451.0453,1
19.325,0.237764266,1096.6838,451.4217,1
19.33,0.236040306,1093.1646,452.8748,1
19.335,0.234326068,1089.6638,453.3604,1
19.34,0.232802166,1086.5505,454.2411,1
19.345,0.228999726,1078.7773,456.6781,1
19.35,0.227193367,1075.0822,457.1822,1
19.355,0.224871691,1070.3307,458.2375,1
19.36,0.222845759,1066.1824,459.1462,1
19.365,0.220575962,1061.5325,460.9293,1
19.37,0.218249373,1056.7638,462.4363,1
19.375,0.215696614,1051.5287,463.3416,1
19.38,0.213288332,1046.5872,464.9965,1
19.385,0.210603978,1041.0762,465.4088,1
19.39,0.208127762,1035.9897,466.7176,1
19.395,0.205117395,1029.8024,468.1198,1
19.4,0.202014467,1023.4208,469.9052,1
19.405,0.199245447,1017.7225,471.2309,1
19.41,0.196287455,1011.6318,472.7473,1
19.415,0.19307554,1005.0142,473.8595,1
19.42,0.18980498,998.2715,475.2848,1
19.425,0.186432335,991.3139,477.0172,1
19.43,0.183367812,984.9881,478.5531,1
19.435,0.179854845,977.7322,479.8185,1
19.44,0.176415998,970.6249,480.8676,1
19.445,0.173001929,963.5645,481.9739,1
19.45,0.169322495,955.9506,483.6955,1
19.455,0.165459209,947.9511,485.3519,1
19.46,0.161589102,939.9323,486.843,1
19.465,0.157929159,932.3443,488.6575,1
19.47,0.154106826,924.4149,489.4856,1
19.475,0.150218419,916.3436,490.5653,1
19.48,0.146123018,907.8375,491.9251,1
19.485,0.141801933,898.8571,493.6855,1
19.49,0.137659845,890.2435,495.0272,1
19.495,0.133429085,881.4404,496.7203,1
19.5,0.129773713,873.8305,497.2981,1
19.505,0.124769807,863.4073,498.7916,1
19.51,0.120610971,854.7394,500.1629,1
19.515,0.116316105,845.7834,501.4926,1
19.52,0.111847338,836.46,503.1823,1
19.525,0.107095269,826.5404,503.921,1
19.53,0.10251657,816.9779,504.8997,1
19.535,0.098085199,807.7188,505.5864,1
19.54,0.093371949,797.8663,506.3951,1
19.545,0.088837473,788.3834,507.5408,1
19.55,0.084804327,779.9457,508.4258,1
19.555,0.079583552,769.0191,509.6728,1
19.56,0.074653561,758.6969,510.5158,1
19.565,0.069813745,748.5598,512.1373,1
19.57,0.064883706,738.2302,512.4882,1
19.575,0.060147593,728.3038,513.5099,1
19.58,0.055220441,717.974,513.5771,1
19.585,0.050421743,707.9108,513.9216,1
19.59,0.045239763,697.0411,514.9801,1
19.595,0.04037168,686.8275,515.3849,1
19.6,0.035448995,676.4973,515.515,1
19.605,0.030520214,666.1525,517.213,1
19.61,0.025520008,655.6562,517.0312,1
19.615,0.020531585,645.1833,516.8853,1
19.62,0.015302264,634.2035,517.4764,1
19.625,0.010393139,623.8952,517.5487,1
19.63,0.005513171,613.6476,517.8263,1
19.635,0.000324619,602.7517,517.7305,1
19.64,-0.004725684,592.1461,518.0823,1
19.645,-0.009598481,581.9135,517.7284,1
19.65,-0.014732581,571.1327,518.0571,1
19.655,-0.019799103,560.4946,518.0645,1
19.66,-0.024639969,550.3313,517.319,1
19.665,-0.029721614,539.6638,517.2233,1
19.67,-0.034841668,528.9173,517.3431,1
19.675,-0.039514425,519.1113,516.4274,1
19.68,-0.044522279,508.6041,516.2805,1
19.685,-0.054380179,487.9279,515.6138,1
19.69,-0.059379937,477.4454,514.2486,1
19.695,-0.06424991,467.238,514.8378,1
19.7,-0.068873104,457.5508,513.6055,1
19.705,-0.073820171,447.1884,513.23,1
19.71,-0.078530215,437.326,512.3447,1
19.715,-0.083253474,427.4396,511.4296,1
19.72,-0.08795431,417.604,510.6492,1
19.725,-0.092274462,408.5685,509.5522,1
19.73,-0.097442798,397.7638,508.8436,1
19.735,-0.101930367,388.3867,508.1344,1
19.74,-0.106485318,378.8732,506.3834,1
19.745,-0.111048382,369.3474,506.0721,1
19.75,-0.115997529,359.0211,504.8915,1
19.755,-0.119792302,351.1074,503.4386,1
19.76,-0.125105039,340.0342,502.7718,1
19.765,-0.128714642,332.515,501.6758,1
19.77,-0.133324633,322.917,500.9425,1
19.775,-0.137545959,314.1334,499.4456,1
19.78,-0.141756237,305.3779,497.6504,1
19.785,-0.146016599,296.5236,496.9665,1
19.79,-0.150086169,288.071,496.3116,1
19.795,-0.153581093,280.8161,494.2811,1
19.8,-0.157857554,271.9442,492.9625,1
19.805,-0.161484599,264.4243,491.5637,1
19.81,-0.165546883,256.0073,490.2271,1
19.815,-0.169310514,248.2142,488.7427,1
19.82,-0.172418197,241.7831,487.8787,1
19.825,-0.176690648,232.9473,486.3862,1
19.83,-0.180118824,225.8624,486.2506,1
19.835,-0.183533933,218.8089,484.2566,1
19.84,-0.186896348,211.8686,483.21,1
19.845,-0.190000107,205.4661,481.9288,1
19.85,-0.192855698,199.5789,480.847,1
19.855,-0.19671186,191.6341,479.2899,1
19.86,-0.199578426,185.7321,477.0135,1
19.865,-0.202537949,179.6423,476.2978,1
19.87,-0.205112093,174.3485,474.8071,1
19.875,-0.208193612,168.015,472.7636,1
19.88,-0.211197949,161.8441,472.5261,1
19.885,-0.213111032,157.9167,471.0004,1
19.89,-0.216415227,151.1373,469.8531,1
19.895,-0.218583014,146.6922,469.656,1
19.9,-0.220454838,142.8557,468.7644,1
19.905,-0.223340008,136.9454,467.0264,1
19.91,-0.225389765,132.7488,466.3853,1
19.915,-0.227254314,128.9331,464.5544,1
19.92,-0.229080111,125.1983,463.5086,1
19.925,-0.231312082,120.6348,462.5972,1
19.93,-0.232585909,118.0314,463.2113,1
19.935,-0.234668389,113.777,461.7548,1
19.94,-0.236087422,110.8792,461.0009,1
19.945,-0.237411303,108.1766,459.8511,1
19.95,-0.238937237,105.0626,458.4993,1
19.955,-0.240277037,102.3294,457.9706,1
19.96,-0.241637533,99.5549,457.3862,1
19.965,-0.242437469,97.924,457.3665,1
19.97,-0.243814343,95.1176,457.7962,1
19.975,-0.243704673,95.3411,455.9491,1
19.98,-0.244642,93.4311,455.5742,1
19.985,-0.245489513,91.7045,455.1283,1
19.99,-0.246226975,90.2024,454.9288,1
19.995,-0.247074678,88.4761,454.8518,1
20,-0.247637671,87.3298,454.7536,1
20.005,-0.247938526,86.7173,454.6849,1
20.01,-0.248092475,86.4039,454.7369,1
20.015,-0.248132854,86.3217,454.701,1
20.02,-0.248178884,86.228,454.687,1
20.025,-0.248102889,86.3827,454.74,1
20.03,-0.247904977,86.7856,454.7871,1
20.035,-0.247486932,87.6367,454.8595,1
