Frame,Time_Sec,Center_X,Center_Y,Angle_rad
608,3.0400,67.3142,321.1782,-0.2575
609,3.0450,65.0203,320.9964,-0.2586
610,3.0500,69.8815,323.5242,-0.2562
611,3.0550,79.6760,325.4921,-0.2514
612,3.0600,100.7363,329.4060,-0.2411
613,3.0650,125.6074,335.1951,-0.2289
614,3.0700,157.5291,341.1636,-0.2133
615,3.0750,188.9136,346.5781,-0.1980
616,3.0800,230.0384,351.7748,-0.1781
617,3.0850,275.5751,357.8920,-0.1561
618,3.0900,316.9485,361.1034,-0.1362
619,3.0950,367.5859,363.5652,-0.1119
620,3.1000,425.0304,364.6476,-0.0844
621,3.1050,469.5323,362.8121,-0.0632
622,3.1100,519.6505,360.3155,-0.0393
623,3.1150,567.2509,356.5534,-0.0166
624,3.1200,607.5060,351.2774,0.0026
625,3.1250,654.7775,343.6139,0.0251
626,3.1300,691.3975,337.1430,0.0425
627,3.1350,718.1810,331.6241,0.0553
628,3.1400,744.8033,325.3236,0.0680
629,3.1450,764.0349,320.3990,0.0772
630,3.1500,776.6984,316.6816,0.0833
631,3.1550,785.1489,314.5712,0.0873
632,3.1600,785.9708,314.4445,0.0877
633,3.1650,780.5181,315.6852,0.0851
634,3.1700,767.2317,320.6154,0.0787
635,3.1750,749.6448,326.3300,0.0703
636,3.1800,728.9420,331.2798,0.0605
637,3.1850,697.4136,337.5116,0.0454
638,3.1900,661.9874,342.6789,0.0285
639,3.1950,627.9238,349.3673,0.0123
640,3.2000,582.1173,357.1625,-0.0095
641,3.2050,536.4742,359.5626,-0.0312
642,3.2100,492.9387,362.8276,-0.0520
643,3.2150,442.4046,364.0768,-0.0761
644,3.2200,391.4323,364.2529,-0.1005
645,3.2250,348.0354,362.7587,-0.1213
646,3.2300,296.9053,358.9519,-0.1458
647,3.2350,251.0483,354.7141,-0.1679
648,3.2400,213.5415,350.4841,-0.1861
649,3.2450,173.8037,343.8035,-0.2054
650,3.2500,139.8525,337.7482,-0.2219
651,3.2550,115.4916,332.5408,-0.2338
652,3.2600,92.4868,327.9303,-0.2451
653,3.2650,76.5962,323.9739,-0.2529
654,3.2700,69.1695,321.7265,-0.2566
655,3.2750,66.3331,321.0700,-0.2580
656,3.2800,70.0397,323.3328,-0.2561
657,3.2850,77.0475,324.7495,-0.2527
658,3.2900,91.3153,328.5886,-0.2457
659,3.2950,119.6298,333.5656,-0.2318
660,3.3000,143.8074,339.8229,-0.2200
661,3.3050,185.1263,345.9685,-0.1999
662,3.3100,226.4397,352.0824,-0.1798
663,3.3150,261.1237,356.9279,-0.1631
664,3.3200,312.6858,360.7553,-0.1382
665,3.3250,363.2832,363.8337,-0.1140
666,3.3300,405.8050,363.8802,-0.0936
667,3.3350,456.8059,363.4564,-0.0692
668,3.3400,507.7811,361.4000,-0.0449
669,3.3450,555.0714,357.4465,-0.0224
670,3.3500,602.2914,351.7846,0.0001
671,3.3550,644.3521,345.5814,0.0201
672,3.3600,677.1668,340.0721,0.0358
673,3.3650,709.9978,332.4420,0.0514
674,3.3700,738.4826,326.5893,0.0650
675,3.3750,755.9526,323.5019,0.0733
676,3.3800,772.7006,317.6143,0.0813
677,3.3850,780.9374,314.9462,0.0853
678,3.3900,784.4777,315.2934,0.0870
679,3.3950,780.9541,317.2278,0.0853
680,3.4000,769.9916,319.1100,0.0800
681,3.4050,755.0980,324.9630,0.0729
682,3.4100,733.3812,329.1392,0.0626
683,3.4150,705.6094,334.2973,0.0493
684,3.4200,670.2515,342.1576,0.0325
685,3.4250,632.5718,349.2696,0.0145
686,3.4300,587.2029,354.6296,-0.0071
687,3.4350,547.9445,357.5094,-0.0258
688,3.4400,497.6747,362.7596,-0.0497
689,3.4450,447.7098,363.8502,-0.0736
690,3.4500,404.0638,363.7110,-0.0944
691,3.4550,352.1618,362.9198,-0.1193
692,3.4600,303.6519,361.2588,-0.1426
693,3.4650,262.7561,355.9736,-0.1623
694,3.4700,218.6726,350.1386,-0.1836
695,3.4750,179.0164,344.1531,-0.2028
696,3.4800,148.4403,339.7077,-0.2177
697,3.4850,118.8589,333.1589,-0.2322
698,3.4900,96.0091,328.1908,-0.2434
699,3.4950,82.0233,325.3395,-0.2502
700,3.5000,71.0439,322.3555,-0.2556
701,3.5050,68.1110,321.8511,-0.2571
702,3.5100,69.8090,323.3241,-0.2563
703,3.5150,76.6640,324.2605,-0.2529
704,3.5200,92.8847,328.8711,-0.2449
705,3.5250,114.4799,332.3102,-0.2343
706,3.5300,143.3740,338.1900,-0.2202
707,3.5350,177.5242,343.9799,-0.2036
708,3.5400,211.5293,349.8388,-0.1871
709,3.5450,253.7555,354.9082,-0.1666
710,3.5500,301.2467,360.0021,-0.1437
711,3.5550,342.7180,361.9298,-0.1238
712,3.5600,394.1128,364.2083,-0.0992
713,3.5650,443.7554,363.5898,-0.0755
714,3.5700,487.7679,361.8808,-0.0545
715,3.5750,537.8000,358.8166,-0.0306
716,3.5800,583.4511,353.5518,-0.0089
717,3.5850,621.1306,348.8593,0.0091
718,3.5900,661.6392,342.0230,0.0284
719,3.5950,697.1578,335.4289,0.0453
720,3.6000,722.4819,330.3163,0.0574
721,3.6050,747.2164,324.8602,0.0692
722,3.6100,767.9398,319.3774,0.0791
723,3.6150,778.0807,316.2392,0.0839
724,3.6200,784.0643,315.1254,0.0868
725,3.6250,782.5930,315.3415,0.0861
726,3.6300,775.4839,317.5695,0.0827
727,3.6350,762.1161,321.7216,0.0763
728,3.6400,742.6016,328.1526,0.0670
729,3.6450,720.0374,331.9589,0.0562
730,3.6500,689.1811,339.1749,0.0415
731,3.6550,652.7738,344.1046,0.0241
732,3.6600,616.7081,350.7460,0.0070
733,3.6650,564.5142,357.6239,-0.0179
734,3.6700,517.3824,361.6469,-0.0403
735,3.6750,473.3485,363.2725,-0.0613
736,3.6800,423.3096,363.7567,-0.0852
737,3.6850,372.9215,363.4103,-0.1093
738,3.6900,329.0273,362.1004,-0.1304
739,3.6950,281.0671,358.6853,-0.1535
740,3.7000,236.7086,352.9892,-0.1749
741,3.7050,199.8828,346.8894,-0.1927
742,3.7100,158.8208,341.4684,-0.2127
743,3.7150,127.4448,334.8202,-0.2280
744,3.7200,104.4869,330.0617,-0.2392
745,3.7250,86.5281,325.6790,-0.2480
746,3.7300,73.5248,323.4440,-0.2544
747,3.7350,69.4186,321.5503,-0.2564
748,3.7400,69.9450,323.3714,-0.2562
749,3.7450,75.7450,324.3841,-0.2533
750,3.7500,85.3629,328.7312,-0.2486
751,3.7550,109.5513,330.6793,-0.2367
752,3.7600,136.0852,337.0033,-0.2238
753,3.7650,164.5425,341.9898,-0.2099
754,3.7700,202.8362,349.3407,-0.1913
755,3.7750,250.3222,354.8650,-0.1683
756,3.7800,289.7881,359.0353,-0.1493
757,3.7850,338.3786,362.4618,-0.1259
758,3.7900,388.7863,363.7662,-0.1017
759,3.7950,431.2432,363.9804,-0.0814
760,3.8000,489.7984,362.1068,-0.0535
761,3.8050,538.6865,359.3164,-0.0302
762,3.8100,578.2025,355.7343,-0.0114
763,3.8150,622.4275,348.7481,0.0097
764,3.8200,661.9890,342.2112,0.0285
765,3.8250,693.4861,336.5617,0.0435
766,3.8300,722.8555,330.4284,0.0575
767,3.8350,747.0055,325.2372,0.0691
768,3.8400,762.8115,320.5470,0.0766
769,3.8450,775.6589,318.6771,0.0828
770,3.8500,782.5906,315.5482,0.0861
771,3.8550,782.3161,315.5462,0.0859
772,3.8600,775.1120,319.5248,0.0825
773,3.8650,760.7255,322.1658,0.0756
774,3.8700,743.1526,327.4184,0.0672
775,3.8750,717.2174,335.8572,0.0549
776,3.8800,686.4068,339.3667,0.0402
777,3.8850,655.4676,343.8118,0.0254
778,3.8900,614.2535,351.3853,0.0058
779,3.8950,569.8907,355.8128,-0.0153
780,3.9000,529.3115,360.4941,-0.0347
781,3.9050,478.6092,363.3431,-0.0588
782,3.9100,429.5456,363.9757,-0.0822
783,3.9150,385.8058,364.6993,-0.1032
784,3.9200,334.7784,361.8919,-0.1276
785,3.9250,279.4353,357.5013,-0.1542
786,3.9300,240.2064,353.3072,-0.1732
787,3.9350,199.3169,348.0851,-0.1930
788,3.9400,162.3159,341.3510,-0.2110
789,3.9450,135.3219,335.6907,-0.2241
790,3.9500,108.9000,330.9801,-0.2371
791,3.9550,88.8364,325.5722,-0.2469
792,3.9600,76.8614,323.3644,-0.2528
793,3.9650,70.7380,323.5153,-0.2558
794,3.9700,70.5885,323.4750,-0.2559
795,3.9750,75.5175,324.0398,-0.2534
796,3.9800,84.8725,328.3576,-0.2488
797,3.9850,108.3368,330.8131,-0.2373
798,3.9900,130.3515,336.0194,-0.2266
799,3.9950,161.4698,341.8511,-0.2114
800,4.0000,198.9005,347.9836,-0.1932
801,4.0050,234.5770,352.6475,-0.1759
802,4.0100,278.8253,357.7508,-0.1545
803,4.0150,326.8375,361.6364,-0.1314
804,4.0200,369.9924,363.5314,-0.1107
805,4.0250,419.2442,364.3431,-0.0872
806,4.0300,469.9890,363.1233,-0.0629
807,4.0350,513.4824,361.0324,-0.0422
808,4.0400,561.5372,356.2909,-0.0193
809,4.0450,606.5022,351.6755,0.0021
810,4.0500,641.9860,345.9546,0.0190
811,4.0550,678.7058,340.2024,0.0365
812,4.0600,711.1533,333.3124,0.0520
813,4.0650,734.5707,327.6684,0.0631
814,4.0700,755.8713,322.8112,0.0733
815,4.0750,770.9683,318.5345,0.0805
816,4.0800,778.6064,315.6183,0.0842
817,4.0850,781.5844,316.0423,0.0856
818,4.0900,776.5589,317.3710,0.0832
819,4.0950,766.8411,320.4863,0.0785
820,4.1000,751.6153,324.0729,0.0713
821,4.1050,722.2679,333.8884,0.0573
822,4.1100,697.6066,336.9441,0.0455
823,4.1150,663.6594,342.8449,0.0293
824,4.1200,624.7747,348.8502,0.0108
825,4.1250,586.9413,354.5694,-0.0072
826,4.1300,541.3881,359.6760,-0.0289
827,4.1350,483.8715,363.3507,-0.0563
828,4.1400,441.6504,364.6636,-0.0765
829,4.1450,389.9314,363.5895,-0.1012
830,4.1500,340.1103,362.8879,-0.1251
831,4.1550,297.8503,359.7213,-0.1454
832,4.1600,251.8051,354.9207,-0.1676
833,4.1650,209.8220,349.7015,-0.1879
834,4.1700,176.6920,343.9208,-0.2040
835,4.1750,143.7559,338.4521,-0.2200
836,4.1800,115.6610,333.8158,-0.2337
837,4.1850,97.4638,328.1053,-0.2427
838,4.1900,81.5652,325.2798,-0.2505
839,4.1950,72.8896,323.6648,-0.2547
840,4.2000,70.8680,323.3227,-0.2557
841,4.2050,74.6352,323.4111,-0.2539
842,4.2100,86.4329,325.9355,-0.2481
843,4.2150,101.3556,329.4238,-0.2408
844,4.2200,128.9128,335.7598,-0.2273
845,4.2250,159.4279,341.2256,-0.2124
846,4.2300,190.2955,346.7436,-0.1974
847,4.2350,230.5079,352.0449,-0.1779
848,4.2400,274.7736,357.3147,-0.1565
849,4.2450,315.6626,361.1287,-0.1368
850,4.2500,364.5854,363.5193,-0.1133
851,4.2550,413.5461,364.3510,-0.0899
852,4.2600,457.8232,363.2886,-0.0687
853,4.2650,507.9161,361.3446,-0.0449
854,4.2700,555.4636,357.1686,-0.0222
855,4.2750,595.3287,352.9089,-0.0032
856,4.2800,637.5048,346.5627,0.0169
857,4.2850,675.1660,340.5430,0.0348
858,4.2900,701.5393,335.3639,0.0474
859,4.2950,730.1832,329.0641,0.0610
860,4.3000,751.9255,324.2433,0.0714
861,4.3050,766.7501,319.9903,0.0785
862,4.3100,776.7737,317.0349,0.0833
863,4.3150,779.3576,317.8978,0.0845
864,4.3200,775.9847,318.5609,0.0829
865,4.3250,767.7360,323.7379,0.0790
866,4.3300,752.8589,323.6409,0.0719
867,4.3350,729.5287,330.8812,0.0607
868,4.3400,699.6454,337.1414,0.0465
869,4.3450,665.9769,343.1079,0.0304
870,4.3500,634.2016,349.1835,0.0153
871,4.3550,584.3289,354.1286,-0.0084
872,4.3600,537.7578,359.6007,-0.0306
873,4.3650,495.9367,362.8914,-0.0506
874,4.3700,445.4716,363.4982,-0.0746
875,4.3750,396.1058,363.7497,-0.0982
876,4.3800,352.3004,363.1702,-0.1192
877,4.3850,303.4553,361.0386,-0.1427
878,4.3900,251.1537,354.9147,-0.1679
879,4.3950,213.7791,348.5574,-0.1860
880,4.4000,175.4696,343.8004,-0.2046
881,4.4050,139.1358,337.0909,-0.2223
882,4.4100,115.4467,332.5211,-0.2339
883,4.4150,94.9512,327.7873,-0.2439
884,4.4200,80.9807,325.4751,-0.2508
885,4.4250,73.3585,323.6092,-0.2545
886,4.4300,73.0117,323.6284,-0.2547
887,4.4350,79.8600,325.1401,-0.2513
888,4.4400,87.9110,328.8368,-0.2474
889,4.4450,109.5872,330.9388,-0.2367
890,4.4500,134.7561,335.6593,-0.2244
891,4.4550,161.2069,341.7448,-0.2115
892,4.4600,198.6430,347.9516,-0.1933
893,4.4650,239.0984,353.6152,-0.1737
894,4.4700,277.6553,357.6018,-0.1551
895,4.4750,325.5511,361.6053,-0.1321
896,4.4800,374.9565,364.2177,-0.1084
897,4.4850,417.0493,364.1220,-0.0882
898,4.4900,466.9019,362.9790,-0.0644
899,4.4950,516.8870,360.5143,-0.0406
900,4.5000,555.6974,357.1047,-0.0221
901,4.5050,602.7005,351.7866,0.0003
902,4.5100,648.9063,344.3989,0.0223
903,4.5150,680.8965,339.2237,0.0375
904,4.5200,711.2941,332.0991,0.0520
905,4.5250,740.5628,326.1596,0.0660
906,4.5300,756.7745,322.9730,0.0737
907,4.5350,769.8245,319.3355,0.0800
908,4.5400,778.0972,315.9057,0.0839
909,4.5450,778.5660,315.6561,0.0841
910,4.5500,771.9359,318.1631,0.0810
911,4.5550,758.9685,322.7322,0.0748
912,4.5600,742.9286,326.6057,0.0671
913,4.5650,719.1145,332.0020,0.0558
914,4.5700,689.1708,339.0299,0.0415
915,4.5750,653.7562,343.7739,0.0246
916,4.5800,612.8919,351.8572,0.0052
917,4.5850,568.0552,357.2075,-0.0162
918,4.5900,528.4032,360.5058,-0.0351
919,4.5950,478.8173,363.2161,-0.0587
920,4.6000,429.4073,363.4863,-0.0823
921,4.6050,386.3332,364.0977,-0.1029
922,4.6100,336.6836,362.2147,-0.1267
923,4.6150,287.2221,358.6980,-0.1505
924,4.6200,250.0285,354.9539,-0.1684
925,4.6250,207.6404,349.3299,-0.1889
926,4.6300,170.3618,342.7489,-0.2071
927,4.6350,142.6525,338.0328,-0.2206
928,4.6400,112.6507,331.6842,-0.2352
929,4.6450,91.9885,327.5700,-0.2454
930,4.6500,80.9002,325.4742,-0.2508
931,4.6550,73.8492,322.6310,-0.2543
932,4.6600,73.7744,322.7988,-0.2543
933,4.6650,79.9470,325.1063,-0.2513
934,4.6700,92.1629,328.0064,-0.2453
935,4.6750,111.6474,331.3008,-0.2357
936,4.6800,132.9399,336.5378,-0.2253
937,4.6850,164.4244,341.7285,-0.2099
938,4.6900,199.5642,348.3091,-0.1929
939,4.6950,236.2081,352.7491,-0.1751
940,4.7000,279.8795,357.9657,-0.1540
941,4.7050,327.8952,362.4263,-0.1309
942,4.7100,370.2498,363.8589,-0.1106
943,4.7150,418.7074,364.1992,-0.0874
944,4.7200,469.5981,363.0830,-0.0631
945,4.7250,512.0984,360.5994,-0.0429
946,4.7300,559.4913,357.6962,-0.0203
947,4.7350,604.5520,351.4744,0.0012
948,4.7400,639.9521,345.8366,0.0180
949,4.7450,676.2579,340.0616,0.0353
950,4.7500,707.5025,334.4021,0.0502
951,4.7550,729.9805,329.1488,0.0609
952,4.7600,752.2164,324.0038,0.0716
953,4.7650,766.9089,320.9962,0.0786
954,4.7700,774.9821,318.6193,0.0824
955,4.7750,777.5177,316.2932,0.0836
956,4.7800,773.3096,319.5140,0.0816
957,4.7850,764.2994,320.7422,0.0773
958,4.7900,748.1161,326.6417,0.0696
959,4.7950,724.4453,331.8199,0.0583
960,4.8000,699.4450,336.9360,0.0464
961,4.8050,661.9110,343.1424,0.0285
962,4.8100,622.6746,350.9070,0.0098
963,4.8150,585.7549,354.5032,-0.0078
964,4.8200,539.3658,359.6108,-0.0299
965,4.8250,490.2107,362.6754,-0.0533
966,4.8300,449.0888,363.5095,-0.0729
967,4.8350,398.0584,364.0191,-0.0973
968,4.8400,348.6090,362.7881,-0.1210
969,4.8450,306.1487,360.7306,-0.1414
970,4.8500,261.3958,357.7201,-0.1629
971,4.8550,217.4944,350.6678,-0.1842
972,4.8600,185.3470,345.7501,-0.1998
973,4.8650,151.1523,339.1777,-0.2164
974,4.8700,122.8444,334.1981,-0.2302
975,4.8750,103.7097,330.6190,-0.2396
976,4.8800,87.1060,325.9164,-0.2477
977,4.8850,77.0599,323.9116,-0.2527
978,4.8900,73.9730,322.7371,-0.2542
979,4.8950,77.5327,323.6302,-0.2525
980,4.9000,87.6954,328.1327,-0.2475
981,4.9050,103.7035,330.1671,-0.2396
982,4.9100,126.5139,335.5387,-0.2284
983,4.9150,157.6836,341.0819,-0.2132
984,4.9200,187.1498,346.1704,-0.1989
985,4.9250,233.1507,352.8263,-0.1766
986,4.9300,275.9734,357.7720,-0.1559
987,4.9350,316.9265,361.7822,-0.1362
988,4.9400,364.3377,365.0329,-0.1134
989,4.9450,413.5197,364.9305,-0.0899
990,4.9500,457.2942,363.3446,-0.0690
991,4.9550,507.0359,361.5154,-0.0453
992,4.9600,554.7150,357.1177,-0.0226
993,4.9650,593.1624,352.7285,-0.0042
994,4.9700,635.1153,347.2808,0.0157
995,4.9750,672.4391,340.6694,0.0335
996,4.9800,700.2873,335.1115,0.0468
997,4.9850,728.1464,328.9373,0.0601
998,4.9900,747.7802,324.5869,0.0694
999,4.9950,762.5422,320.3415,0.0765
1000,5.0000,773.6316,317.7894,0.0818
1001,5.0050,776.8808,316.8361,0.0833
1002,5.0100,774.7967,319.3823,0.0823
1003,5.0150,765.7204,320.4688,0.0780
1004,5.0200,752.2462,323.7881,0.0716
1005,5.0250,732.9932,330.1630,0.0624
1006,5.0300,707.1283,334.1484,0.0500
1007,5.0350,674.1923,341.7123,0.0344
1008,5.0400,641.6520,347.5115,0.0188
1009,5.0450,601.0806,353.6455,-0.0005
1010,5.0500,556.6516,358.4971,-0.0216
1011,5.0550,516.3927,361.5064,-0.0408
1012,5.0600,466.5988,363.7873,-0.0646
1013,5.0650,417.4630,363.9141,-0.0880
1014,5.0700,374.6811,364.3824,-0.1085
1015,5.0750,325.4420,361.6435,-0.1321
1016,5.0800,277.9299,357.4784,-0.1550
1017,5.0850,239.9404,353.5416,-0.1733
1018,5.0900,199.8284,348.1165,-0.1927
1019,5.0950,163.5702,342.0820,-0.2104
1020,5.1000,137.1938,337.0406,-0.2232
1021,5.1050,112.3460,331.4995,-0.2354
1022,5.1100,93.1485,327.9706,-0.2448
1023,5.1150,82.4232,326.2561,-0.2500
1024,5.1200,76.0567,323.7200,-0.2532
1025,5.1250,76.7820,323.7757,-0.2528
1026,5.1300,82.3054,324.8118,-0.2501
1027,5.1350,91.7274,328.9105,-0.2455
1028,5.1400,112.8327,333.2421,-0.2351
1029,5.1450,137.9770,337.1407,-0.2228
1030,5.1500,169.7501,342.6690,-0.2073
1031,5.1550,205.9918,350.9955,-0.1897
1032,5.1600,240.9028,353.9025,-0.1728
1033,5.1650,286.0146,358.7808,-0.1511
1034,5.1700,332.8736,362.0424,-0.1285
1035,5.1750,375.2716,363.9113,-0.1082
1036,5.1800,424.2133,363.8221,-0.0848
1037,5.1850,473.8014,363.1731,-0.0611
1038,5.1900,516.3412,360.8395,-0.0408
1039,5.1950,563.4835,356.1016,-0.0184
1040,5.2000,607.2413,351.2685,0.0025
1041,5.2050,640.3517,346.6530,0.0182
1042,5.2100,678.2012,339.9092,0.0363
1043,5.2150,709.4661,333.3914,0.0512
1044,5.2200,731.8243,328.4723,0.0618
1045,5.2250,751.5740,323.7641,0.0713
1046,5.2300,766.4540,320.3343,0.0784
1047,5.2350,773.5738,318.1374,0.0818
1048,5.2400,775.7861,317.7379,0.0828
1049,5.2450,770.9908,318.5616,0.0805
1050,5.2500,762.6407,321.1407,0.0765
1051,5.2550,747.0574,326.7093,0.0691
1052,5.2600,723.1171,331.3257,0.0577
1053,5.2650,700.2688,336.5305,0.0468
1054,5.2700,666.1332,342.9267,0.0305
1055,5.2750,628.3949,349.0862,0.0125
1056,5.2800,592.2383,353.7642,-0.0047
1057,5.2850,547.4468,358.7962,-0.0260
1058,5.2900,499.2586,362.9445,-0.0490
1059,5.2950,457.0773,363.3614,-0.0691
1060,5.3000,408.3191,365.1359,-0.0924
1061,5.3050,358.3192,363.3444,-0.1163
1062,5.3100,315.4505,359.5112,-0.1369
1063,5.3150,270.4740,356.6003,-0.1586
1064,5.3200,226.9088,352.0732,-0.1796
1065,5.3250,188.0824,346.3221,-0.1984
1066,5.3300,154.4090,340.5407,-0.2148
1067,5.3350,126.4770,335.9317,-0.2285
1068,5.3400,104.9335,330.4966,-0.2390
1069,5.3450,89.7392,325.8422,-0.2465
1070,5.3500,80.9993,325.7033,-0.2507
1071,5.3550,76.7229,323.2968,-0.2529
1072,5.3600,80.7071,325.6307,-0.2509
1073,5.3650,87.2654,328.4125,-0.2477
1074,5.3700,103.3325,330.2602,-0.2398
1075,5.3750,126.9922,335.4543,-0.2282
1076,5.3800,158.3111,341.2651,-0.2129
1077,5.3850,187.2970,346.2704,-0.1988
1078,5.3900,226.2517,352.1848,-0.1799
1079,5.3950,269.8004,356.5509,-0.1589
1080,5.4000,307.6447,361.2295,-0.1407
1081,5.4050,363.7075,363.8031,-0.1138
1082,5.4100,412.8645,363.8377,-0.0902
1083,5.4150,454.9083,363.5531,-0.0701
1084,5.4200,503.6057,362.3530,-0.0469
1085,5.4250,556.5902,357.1372,-0.0217
1086,5.4300,595.1730,353.0876,-0.0033
1087,5.4350,637.9905,346.5031,0.0171
1088,5.4400,673.3004,340.7507,0.0339
1089,5.4450,701.2222,334.9824,0.0472
1090,5.4500,731.8793,328.4471,0.0619
1091,5.4550,751.6721,324.4223,0.0713
1092,5.4600,763.0226,320.1185,0.0767
1093,5.4650,772.6247,317.9814,0.0813
1094,5.4700,774.7091,319.1639,0.0823
1095,5.4750,770.4055,318.7638,0.0802
1096,5.4800,760.1234,321.1035,0.0753
1097,5.4850,745.2255,326.8213,0.0682
1098,5.4900,725.2884,331.6122,0.0587
1099,5.4950,696.9042,337.3359,0.0452
1100,5.5000,663.7487,343.1387,0.0294
1101,5.5050,631.2922,349.2367,0.0139
1102,5.5100,589.4172,355.0836,-0.0060
1103,5.5150,545.0377,360.8959,-0.0272
1104,5.5200,503.9843,361.9979,-0.0467
1105,5.5250,447.5066,363.5992,-0.0737
1106,5.5300,397.7408,363.9355,-0.0975
1107,5.5350,355.6528,363.0091,-0.1176
1108,5.5400,306.1199,359.4557,-0.1414
1109,5.5450,255.3158,354.9702,-0.1659
1110,5.5500,219.0294,350.7035,-0.1834
1111,5.5550,181.8744,344.8892,-0.2015
1112,5.5600,149.2940,339.7223,-0.2173
1113,5.5650,126.3862,335.7774,-0.2285
1114,5.5700,104.0222,330.2684,-0.2394
1115,5.5750,88.9956,326.8932,-0.2468
1116,5.5800,81.0417,325.4081,-0.2507
1117,5.5850,77.7796,323.6844,-0.2523
1118,5.5900,82.2184,324.6755,-0.2501
1119,5.5950,91.7375,328.1578,-0.2455
1120,5.6000,107.9657,330.4488,-0.2375
1121,5.6050,131.0500,335.8042,-0.2262
1122,5.6100,154.3394,341.2146,-0.2149
1123,5.6150,188.5427,347.0327,-0.1982
1124,5.6200,235.4218,352.9681,-0.1755
1125,5.6250,272.3776,357.1924,-0.1576
1126,5.6300,317.8218,361.1163,-0.1358
1127,5.6350,374.5334,364.3550,-0.1086
1128,5.6400,415.1771,364.1882,-0.0891
1129,5.6450,464.5971,363.4868,-0.0655
1130,5.6500,514.1613,360.6466,-0.0419
1131,5.6550,554.1251,357.2510,-0.0228
1132,5.6600,598.6487,352.7837,-0.0016
1133,5.6650,639.3620,346.0900,0.0178
1134,5.6700,670.2903,340.9651,0.0325
1135,5.6750,700.9103,335.4175,0.0471
1136,5.6800,732.0389,328.2328,0.0619
1137,5.6850,749.6761,323.9487,0.0703
1138,5.6900,762.5621,320.3248,0.0765
1139,5.6950,771.6345,318.2473,0.0808
1140,5.7000,773.2942,317.7061,0.0816
1141,5.7050,768.6988,319.2281,0.0794
1142,5.7100,758.6569,322.1549,0.0746
1143,5.7150,744.2701,326.8244,0.0678
1144,5.7200,722.6610,331.9673,0.0575
1145,5.7250,694.8911,337.7516,0.0442
1146,5.7300,665.9767,342.8442,0.0304
1147,5.7350,628.9454,349.5061,0.0128
1148,5.7400,580.5668,354.4874,-0.0102
1149,5.7450,542.4850,359.6278,-0.0284
1150,5.7500,493.5074,362.7353,-0.0517
1151,5.7550,444.7021,363.6273,-0.0750
1152,5.7600,402.6526,364.1255,-0.0951
1153,5.7650,352.9973,363.1265,-0.1189
1154,5.7700,305.8080,361.3717,-0.1415
1155,5.7750,266.1114,356.1413,-0.1607
1156,5.7800,224.7847,351.6941,-0.1806
1157,5.7850,185.4218,346.1327,-0.1997
1158,5.7900,158.0454,341.5768,-0.2130
1159,5.7950,129.0411,335.7404,-0.2272
1160,5.8000,105.8218,330.0966,-0.2386
1161,5.8050,92.5547,327.9737,-0.2451
1162,5.8100,82.4321,326.4952,-0.2500
1163,5.8150,80.5647,325.4110,-0.2510
1164,5.8200,82.2042,326.7077,-0.2502
1165,5.8250,87.4594,328.0066,-0.2476
1166,5.8300,106.9008,330.3967,-0.2380
1167,5.8350,127.1979,335.8975,-0.2281
1168,5.8400,154.0485,342.5710,-0.2150
1169,5.8450,187.7482,346.2905,-0.1986
1170,5.8500,220.8763,350.6562,-0.1825
1171,5.8550,261.2925,357.1581,-0.1630
1172,5.8600,307.8663,360.4077,-0.1406
1173,5.8650,349.1524,362.8210,-0.1207
1174,5.8700,396.7727,364.2995,-0.0979
1175,5.8750,446.0907,363.4753,-0.0743
1176,5.8800,488.0933,361.9340,-0.0543
1177,5.8850,536.6575,358.8889,-0.0312
1178,5.8900,587.5644,353.8896,-0.0069
1179,5.8950,622.3693,348.2489,0.0097
1180,5.9000,666.4844,341.9766,0.0307
1181,5.9050,697.5134,336.2778,0.0455
1182,5.9100,722.2594,330.8467,0.0573
1183,5.9150,744.1675,325.4354,0.0677
1184,5.9200,759.4653,320.8192,0.0750
1185,5.9250,768.0808,319.5573,0.0791
1186,5.9300,770.3632,320.0609,0.0802
1187,5.9350,769.1058,319.0205,0.0796
1188,5.9400,762.4583,320.8803,0.0764
1189,5.9450,748.5632,326.2833,0.0698
1190,5.9500,727.5413,330.8674,0.0598
1191,5.9550,705.8705,334.5208,0.0494
1192,5.9600,673.9457,342.2453,0.0342
1193,5.9650,637.3632,348.2077,0.0168
1194,5.9700,601.9444,353.1694,-0.0001
1195,5.9750,558.1956,357.0298,-0.0209
1196,5.9800,511.6596,360.8147,-0.0431
1197,5.9850,469.6202,363.0737,-0.0631
1198,5.9900,421.0554,363.7266,-0.0863
1199,5.9950,372.9792,363.3967,-0.1093
1200,6.0000,329.7837,361.8636,-0.1300
1201,6.0050,283.9484,358.5931,-0.1521
1202,6.0100,239.9823,353.6009,-0.1733
1203,6.0150,205.2895,348.3616,-0.1901
1204,6.0200,170.4184,343.0915,-0.2070
1205,6.0250,139.0621,336.8625,-0.2223
1206,6.0300,117.8817,332.9897,-0.2327
1207,6.0350,100.2766,328.8709,-0.2413
1208,6.0400,86.6500,325.8751,-0.2480
1209,6.0450,81.4561,325.0894,-0.2505
1210,6.0500,82.2111,325.2365,-0.2502
1211,6.0550,88.7197,325.6552,-0.2470
1212,6.0600,99.9666,329.1992,-0.2414
1213,6.0650,114.6121,333.8516,-0.2343
